age,gender,state_of_origin,distance_from_home_km,marital_status,has_children,admission_score,secondary_school_type,secondary_cgpa,year_of_study,current_cgpa,course_load_per_semester,attendance_percentage,number_of_failed_courses,number_of_repeated_courses,semester_gpa_trend,department,program_difficulty,scholarship_status,family_income_level,fee_payment_status,has_part_time_job,receives_allowance,financial_stress_level,library_visits_per_week,online_platform_usage_hours,participation_in_clubs,has_mentor,peer_study_groups,social_integration_score,accommodation_type,health_status,stress_level,received_academic_counseling,tutoring_sessions_attended,motivation_level,career_clarity,family_support,previous_warnings,probation_status,is_stem,will_dropout
19,Male,Cross_River,648,Married,0,253,Private,4.27,1,3.26,22,66,5,7,Stable,Agriculture,Moderate,None,Medium,Owing,0,0,High,1,5,0,0,0,9,Off_Campus,Good,Moderate,0,19,Very_High,Clear,Moderate,4,0,0,1
22,Male,Kano,714,Single,0,245,Public,2.39,4,2.67,25,47,4,3,Improving,Education,High,Partial,High,Partially_Paid,0,1,High,3,24,1,0,1,7,Off_Campus,Good,Moderate,0,10,Low,Clear,High,0,0,0,0
24,Female,Rivers,115,Married,0,249,Public,3.8,3,4.49,17,65,12,5,Declining,Medicine,High,None,Medium,Owing,0,0,Moderate,11,17,1,0,0,2,Private_Hostel,Excellent,Moderate,0,7,Very_Low,Somewhat_Clear,Very_High,4,0,1,0
22,Male,Imo,656,Single,0,345,Public,3.62,3,2.64,29,96,5,1,Stable,Science,High,None,Medium,Fully_Paid,1,1,Low,11,14,0,1,1,5,Campus_Hostel,Poor,Moderate,1,8,Moderate,Clear,Moderate,1,0,1,0
16,Female,Edo,11,Single,0,283,Public,4.55,2,3.13,27,80,13,0,Improving,Agriculture,Moderate,Full,Low,Partially_Paid,0,0,Moderate,6,8,0,0,1,4,Campus_Hostel,Excellent,Moderate,0,14,High,Very_Unclear,Moderate,2,0,0,1
24,Male,Oyo,197,Single,0,295,Private,3.09,1,4.13,20,64,11,4,Declining,Arts,Moderate,None,Low,Fully_Paid,0,1,Moderate,1,6,0,1,1,3,Campus_Hostel,Excellent,Low,0,12,Very_High,Clear,Moderate,1,0,0,0
23,Female,Enugu,129,Single,0,242,Private,4.33,1,2.68,19,89,10,4,Improving,Education,High,None,Medium,Fully_Paid,0,1,Low,8,7,0,0,0,6,Off_Campus,Good,High,1,17,Moderate,Clear,High,0,0,0,0
21,Female,Anambra,488,Single,0,268,Public,3.04,1,1.63,23,79,6,1,Stable,Education,Moderate,None,High,Partially_Paid,0,1,Low,8,8,1,0,1,8,Living_with_Family,Fair,Moderate,1,11,Moderate,Very_Clear,Moderate,3,1,0,1
26,Female,Lagos,554,Single,0,291,Public,3.63,3,3.54,13,70,2,6,Declining,Environmental_Studies,Very_High,None,High,Fully_Paid,1,1,High,0,14,0,0,0,2,Living_with_Family,Good,Moderate,1,11,High,Very_Clear,Moderate,1,0,0,0
18,Female,Borno,320,Single,0,230,Public,3.72,1,2.35,29,75,11,0,Improving,Law,Very_High,Partial,Low,Owing,1,1,High,5,1,0,1,1,4,Private_Hostel,Excellent,Low,0,2,High,Somewhat_Clear,Very_Low,4,0,0,1
24,Female,Delta,549,Married,0,338,Public,3.4,4,2.8,20,95,10,7,Improving,Engineering,Moderate,None,Low,Partially_Paid,1,1,Moderate,9,0,0,0,0,6,Living_with_Family,Fair,Moderate,0,7,Moderate,Somewhat_Clear,Very_High,3,0,1,0
26,Female,Kaduna,27,Single,0,257,Public,2.05,2,3.44,24,87,7,0,Improving,Environmental_Studies,Low,None,High,Fully_Paid,0,0,High,1,24,1,0,0,8,Off_Campus,Good,Low,1,6,High,Somewhat_Clear,Very_High,0,0,0,0
16,Male,Oyo,216,Single,0,346,Public,4.33,4,4.12,21,91,14,4,Declining,Medicine,Very_High,None,High,Partially_Paid,1,0,Moderate,4,0,1,0,0,1,Off_Campus,Good,Moderate,1,15,Moderate,Unclear,High,1,0,1,0
18,Female,Ogun,738,Single,1,323,Public,4.9,4,4.75,18,46,5,4,Declining,Engineering,Very_High,None,Medium,Fully_Paid,1,1,Low,10,21,0,1,1,3,Campus_Hostel,Poor,Moderate,0,19,High,Somewhat_Clear,Moderate,4,0,1,0
17,Female,Borno,717,Single,0,199,Public,4.71,2,3.43,24,62,0,4,Stable,Business_Admin,Moderate,None,Low,Fully_Paid,0,1,Moderate,12,20,1,0,0,1,Off_Campus,Good,Moderate,0,19,Moderate,Clear,Very_High,2,0,0,0
27,Female,Delta,149,Single,0,213,Private,4.93,3,2.52,18,70,11,3,Improving,Arts,Low,Partial,Low,Partially_Paid,0,1,Low,7,7,1,1,0,6,Campus_Hostel,Excellent,Moderate,0,5,Moderate,Somewhat_Clear,Very_High,1,1,0,1
22,Male,Ekiti,370,Single,0,199,Private,2.66,1,1.78,27,84,1,5,Stable,Engineering,Moderate,Partial,Medium,Fully_Paid,0,1,Low,14,6,1,0,0,5,Campus_Hostel,Fair,Very_High,1,9,High,Somewhat_Clear,Low,1,1,1,1
17,Male,Borno,371,Single,0,342,Public,3.45,2,3.74,13,70,4,0,Declining,Business_Admin,Very_High,Partial,High,Fully_Paid,0,1,High,8,14,1,1,1,8,Campus_Hostel,Good,Low,0,0,Moderate,Clear,High,0,0,0,0
16,Female,Kaduna,93,Single,0,281,Public,4.82,4,4.37,12,63,2,4,Stable,Engineering,Moderate,None,Medium,Partially_Paid,0,1,Low,6,24,0,0,1,7,Private_Hostel,Good,Moderate,0,7,Moderate,Unclear,Low,1,0,1,0
26,Female,Anambra,506,Single,0,215,Public,2.33,1,4.92,25,96,13,1,Improving,Agriculture,Very_High,None,High,Owing,1,1,High,9,23,0,1,0,2,Campus_Hostel,Good,Moderate,0,10,Very_Low,Clear,Moderate,4,0,0,1
17,Female,Cross_River,716,Single,0,257,Private,3.16,1,4.64,20,48,0,2,Declining,Science,Moderate,Full,Low,Fully_Paid,0,1,Low,5,19,0,0,1,8,Private_Hostel,Good,Moderate,1,7,Moderate,Very_Clear,Moderate,1,1,1,0
23,Female,Kaduna,259,Single,0,229,Private,4.47,2,3.32,17,36,13,0,Stable,Social_Sciences,Low,None,High,Fully_Paid,0,0,High,12,19,0,1,0,8,Off_Campus,Good,High,0,19,Very_Low,Somewhat_Clear,Very_High,2,0,0,0
27,Female,Rivers,411,Single,0,288,Public,4.46,3,2.89,24,75,2,7,Declining,Arts,Very_High,Full,Low,Partially_Paid,1,1,Low,4,16,1,0,1,7,Campus_Hostel,Good,Very_High,1,14,Low,Very_Clear,High,1,0,0,0
27,Female,Rivers,446,Married,0,332,Public,4.88,5,4.63,29,77,12,1,Improving,Engineering,Moderate,None,High,Owing,1,1,High,0,23,1,1,0,6,Private_Hostel,Good,High,1,9,Moderate,Somewhat_Clear,Moderate,3,0,1,1
18,Male,Ogun,59,Single,0,206,Public,3.09,4,2.39,19,99,11,0,Improving,Business_Admin,High,None,Low,Partially_Paid,1,0,Low,11,17,0,0,1,5,Living_with_Family,Excellent,High,0,17,Moderate,Very_Unclear,High,3,0,0,1
25,Female,Ekiti,393,Single,0,238,Public,4.44,1,3.77,20,56,4,1,Declining,Agriculture,Very_High,None,Medium,Fully_Paid,0,1,Low,0,0,0,1,0,6,Living_with_Family,Poor,Moderate,0,15,Moderate,Clear,Low,2,0,0,0
19,Male,Rivers,611,Single,0,267,Public,3.36,1,1.66,19,59,12,7,Improving,Environmental_Studies,High,None,Medium,Owing,0,1,Low,2,8,1,0,0,4,Campus_Hostel,Fair,Very_High,0,4,Moderate,Unclear,Low,4,0,0,1
23,Male,Kano,152,Single,0,309,Private,4.57,2,3.18,20,49,12,1,Stable,Education,Moderate,None,Low,Fully_Paid,0,1,Moderate,3,13,0,0,1,1,Campus_Hostel,Fair,Moderate,1,13,Very_High,Unclear,High,1,0,0,0
18,Male,Edo,224,Single,0,217,Public,3.09,1,4.49,26,43,5,4,Declining,Education,Low,None,High,Partially_Paid,0,1,Moderate,14,24,1,0,0,8,Off_Campus,Excellent,Very_High,1,2,Very_High,Unclear,High,3,0,0,0
21,Male,Anambra,199,Single,0,303,Private,2.71,2,2.15,13,49,13,7,Declining,Medicine,Moderate,None,Low,Fully_Paid,0,1,Moderate,5,16,0,1,0,6,Campus_Hostel,Good,Low,0,4,High,Somewhat_Clear,Very_High,2,0,1,1
26,Female,Kaduna,258,Single,0,234,Private,2.25,3,3.24,24,52,2,6,Stable,Law,High,None,Medium,Fully_Paid,0,1,High,10,25,1,0,1,6,Campus_Hostel,Excellent,Moderate,0,4,Moderate,Very_Unclear,Moderate,4,0,0,0
23,Male,Borno,353,Single,0,222,Private,2.11,3,4.67,12,52,4,3,Improving,Law,High,Partial,Medium,Fully_Paid,1,1,Moderate,11,19,1,1,0,6,Campus_Hostel,Fair,Moderate,0,17,High,Somewhat_Clear,Moderate,1,0,0,0
26,Female,Delta,399,Single,0,307,Public,3.25,4,4.41,16,64,2,5,Improving,Science,Moderate,None,High,Fully_Paid,1,1,Very_High,7,12,0,0,1,8,Off_Campus,Excellent,Moderate,0,2,Low,Clear,High,0,1,1,0
26,Male,Rivers,58,Single,0,346,Public,2.06,1,2.21,29,36,2,5,Declining,Medicine,Moderate,None,Medium,Partially_Paid,0,1,Moderate,14,21,1,0,1,7,Living_with_Family,Good,Moderate,0,11,Low,Unclear,Very_High,1,0,1,1
23,Female,Katsina,703,Single,0,210,Private,2.82,3,3.65,28,62,6,2,Declining,Education,Moderate,None,Low,Fully_Paid,1,1,Very_High,1,2,0,0,0,5,Campus_Hostel,Good,Very_High,1,12,Very_Low,Somewhat_Clear,Very_High,4,0,0,1
27,Female,Oyo,113,Single,0,294,Private,3.52,3,2.56,26,69,2,0,Declining,Law,Very_High,Partial,Low,Partially_Paid,0,0,High,9,7,1,0,1,4,Off_Campus,Poor,Moderate,0,1,Very_High,Unclear,High,2,0,0,1
16,Male,Anambra,694,Single,0,304,Private,2.58,2,3.48,22,68,2,7,Improving,Business_Admin,High,None,High,Fully_Paid,1,0,Low,5,29,0,0,0,9,Living_with_Family,Fair,High,0,9,Very_High,Unclear,High,3,0,0,0
24,Female,Katsina,724,Single,0,322,Public,3.7,2,1.93,13,63,2,1,Improving,Arts,Moderate,None,Low,Fully_Paid,0,0,Low,6,6,0,1,0,2,Off_Campus,Fair,Moderate,1,14,High,Clear,Moderate,0,0,0,1
17,Female,Oyo,755,Single,0,236,Public,2.85,1,3.35,16,63,9,0,Improving,Medicine,Moderate,None,Low,Owing,1,0,Moderate,7,3,0,1,1,4,Campus_Hostel,Good,Very_High,0,6,High,Somewhat_Clear,Moderate,1,0,1,0
24,Female,Kano,233,Single,0,193,Private,3.6,2,4.51,22,89,8,6,Declining,Science,Very_High,Full,Medium,Fully_Paid,1,1,High,14,13,1,1,1,7,Off_Campus,Excellent,Moderate,0,11,Moderate,Clear,Moderate,4,0,1,0
24,Female,Ekiti,13,Single,0,191,Public,3.82,1,3.59,14,76,0,4,Stable,Medicine,Low,Partial,Medium,Fully_Paid,0,0,Moderate,2,13,0,0,1,6,Off_Campus,Poor,Very_High,0,8,Moderate,Unclear,High,1,0,1,0
21,Female,Lagos,263,Single,0,267,Public,2.62,3,4.49,29,75,2,1,Declining,Education,High,None,Medium,Owing,0,1,Moderate,1,15,0,1,0,9,Campus_Hostel,Good,Moderate,0,13,Very_High,Clear,Moderate,3,1,0,0
25,Male,Kano,482,Single,0,199,Private,2.03,5,3.13,29,48,2,4,Declining,Environmental_Studies,Very_High,Partial,Low,Fully_Paid,0,1,Moderate,11,23,0,0,0,6,Off_Campus,Excellent,Moderate,0,10,Very_Low,Somewhat_Clear,Very_High,3,1,0,0
22,Male,Ogun,722,Single,0,278,Public,3.3,2,4.73,25,91,5,6,Improving,Science,Low,None,High,Partially_Paid,0,1,High,0,2,0,0,1,3,Campus_Hostel,Excellent,High,0,17,Moderate,Somewhat_Clear,High,3,0,1,0
20,Female,Ekiti,50,Single,1,236,Public,4.52,5,4.25,18,34,0,0,Improving,Law,High,None,High,Fully_Paid,1,1,Very_High,6,29,0,0,1,8,Living_with_Family,Excellent,Low,0,19,Moderate,Very_Unclear,Low,3,0,0,0
25,Male,Edo,128,Single,0,272,Public,2.43,4,4.6,23,83,11,1,Declining,Medicine,Moderate,None,Medium,Owing,0,0,Moderate,10,25,0,1,0,3,Campus_Hostel,Good,High,1,7,Moderate,Clear,High,1,0,1,0
25,Female,Imo,789,Single,0,338,Public,3.93,1,2.08,15,79,8,6,Improving,Science,Moderate,None,Medium,Owing,1,1,Very_High,13,10,1,1,1,4,Campus_Hostel,Good,High,0,0,High,Unclear,Moderate,3,0,1,1
21,Female,Edo,778,Single,0,290,Public,3.24,3,4.91,23,83,1,5,Stable,Agriculture,High,None,Medium,Fully_Paid,0,1,Low,12,1,1,0,1,7,Off_Campus,Good,High,1,8,Moderate,Somewhat_Clear,Low,1,0,0,0
21,Male,Edo,71,Single,0,324,Public,3.35,2,2.07,24,61,4,2,Stable,Environmental_Studies,Moderate,None,Low,Fully_Paid,0,1,Moderate,8,12,0,0,0,4,Off_Campus,Good,Moderate,0,10,Moderate,Somewhat_Clear,Moderate,4,1,0,1
20,Male,Oyo,596,Single,0,327,Private,3.66,2,3.7,16,82,2,5,Stable,Medicine,High,Partial,Medium,Owing,1,1,Very_High,6,0,1,0,1,9,Off_Campus,Good,Very_High,0,10,Low,Unclear,High,4,0,1,0
19,Female,Katsina,694,Single,0,310,Public,4.45,5,3.09,24,44,1,4,Improving,Medicine,Very_High,None,Medium,Partially_Paid,0,0,Low,8,19,1,1,0,7,Campus_Hostel,Good,Low,1,15,Very_High,Unclear,Moderate,3,0,1,0
17,Female,Delta,766,Married,0,315,Public,3.0,3,1.89,25,95,9,0,Stable,Science,Very_High,None,Medium,Fully_Paid,0,1,Low,13,8,1,0,0,4,Campus_Hostel,Good,Moderate,0,13,High,Somewhat_Clear,Very_High,0,0,1,1
18,Female,Imo,659,Single,0,184,Public,3.35,2,2.16,12,45,12,7,Stable,Science,Low,None,Medium,Partially_Paid,0,1,Moderate,5,28,0,0,0,2,Campus_Hostel,Good,Low,0,14,Low,Clear,Moderate,0,1,1,1
26,Male,Enugu,239,Single,0,223,Public,4.09,4,4.58,18,69,3,4,Improving,Law,Low,None,High,Owing,0,1,Moderate,0,17,0,0,1,4,Campus_Hostel,Fair,High,1,16,Very_Low,Clear,Very_Low,0,0,0,0
27,Male,Borno,220,Single,0,342,Private,2.1,3,2.08,28,85,6,5,Improving,Law,Low,None,High,Partially_Paid,1,0,Low,0,1,0,0,1,1,Off_Campus,Good,High,1,0,High,Unclear,High,4,0,0,1
23,Female,Kaduna,795,Single,0,220,Public,3.72,3,2.59,21,52,14,2,Improving,Science,Very_High,None,Medium,Fully_Paid,0,1,High,3,19,1,0,0,6,Living_with_Family,Excellent,Moderate,0,7,High,Somewhat_Clear,High,0,0,1,1
26,Female,Enugu,711,Single,0,339,Private,4.74,3,3.08,29,41,12,2,Improving,Agriculture,Low,Partial,Low,Partially_Paid,0,1,Very_High,9,26,1,0,0,9,Campus_Hostel,Good,Low,0,4,High,Very_Unclear,High,3,0,0,0
23,Female,Imo,151,Single,0,242,Private,2.34,2,4.99,27,96,12,6,Declining,Agriculture,Moderate,None,Medium,Fully_Paid,0,0,High,5,22,1,1,1,3,Campus_Hostel,Fair,Very_High,1,4,Low,Clear,Moderate,3,0,0,0
25,Female,Imo,25,Single,1,196,Public,2.67,2,2.06,15,97,5,0,Stable,Law,Low,None,Medium,Fully_Paid,1,1,Low,8,28,1,0,1,9,Private_Hostel,Good,High,1,16,Moderate,Very_Unclear,Moderate,1,0,0,1
22,Female,Edo,367,Single,0,334,Public,4.83,3,4.92,14,74,5,7,Stable,Business_Admin,Moderate,None,High,Owing,0,0,Moderate,14,4,0,0,1,4,Off_Campus,Good,Very_High,0,14,Moderate,Very_Clear,High,4,0,0,0
23,Male,Ekiti,652,Single,0,347,Private,3.16,1,3.58,19,39,13,0,Stable,Environmental_Studies,High,None,Medium,Partially_Paid,1,1,Low,7,5,0,0,1,9,Living_with_Family,Excellent,Moderate,0,12,Low,Clear,High,2,0,0,0
25,Female,Borno,475,Single,0,312,Private,3.1,1,1.82,18,37,14,3,Stable,Agriculture,High,None,Medium,Partially_Paid,1,1,Low,13,22,0,0,0,2,Campus_Hostel,Excellent,High,0,16,Very_High,Very_Unclear,High,2,0,0,1
24,Male,Oyo,639,Single,0,228,Public,4.8,4,1.74,15,85,4,2,Improving,Environmental_Studies,Moderate,None,Low,Owing,1,1,Moderate,11,6,0,0,0,8,Living_with_Family,Excellent,Moderate,1,5,Moderate,Somewhat_Clear,Very_Low,2,0,0,1
20,Female,Cross_River,163,Single,0,263,Public,3.79,1,1.73,24,59,5,3,Stable,Agriculture,Moderate,None,High,Owing,1,0,Moderate,14,25,0,0,1,1,Off_Campus,Fair,High,1,2,Moderate,Very_Clear,High,3,1,0,1
23,Female,Kaduna,48,Single,0,228,Public,4.69,3,2.84,12,31,7,4,Stable,Education,Moderate,Partial,Low,Owing,0,0,Low,7,5,0,0,0,7,Off_Campus,Good,Moderate,1,3,Moderate,Clear,High,0,1,0,1
26,Male,Ekiti,695,Married,0,329,Public,3.72,2,2.22,29,54,5,7,Improving,Medicine,Moderate,Partial,Low,Fully_Paid,1,0,Very_High,14,16,0,1,0,7,Living_with_Family,Poor,High,0,18,Very_Low,Clear,High,2,0,1,1
17,Male,Oyo,119,Single,0,295,Private,3.29,4,2.6,24,38,3,3,Stable,Agriculture,Moderate,Partial,Low,Partially_Paid,1,0,High,11,11,0,1,1,9,Living_with_Family,Excellent,High,1,3,Low,Somewhat_Clear,Very_High,2,0,0,0
20,Female,Delta,178,Single,0,208,Private,2.52,5,1.65,26,95,10,4,Declining,Social_Sciences,Very_High,None,Medium,Owing,1,1,Moderate,10,25,0,0,1,7,Off_Campus,Good,Moderate,0,2,High,Unclear,Moderate,2,1,0,1
23,Female,Edo,460,Single,0,317,Public,3.39,1,3.05,12,66,6,0,Declining,Agriculture,High,None,Medium,Fully_Paid,1,1,High,0,25,0,0,0,8,Off_Campus,Good,High,0,15,High,Clear,High,0,0,0,1
17,Female,Ekiti,480,Single,0,255,Public,3.92,1,4.18,21,74,6,1,Declining,Business_Admin,Moderate,None,Medium,Fully_Paid,0,1,Low,6,14,0,0,0,4,Off_Campus,Poor,Low,0,5,High,Somewhat_Clear,Moderate,0,0,0,0
25,Male,Katsina,349,Single,0,323,Public,3.95,1,4.66,25,92,11,2,Stable,Science,High,Partial,Low,Owing,1,1,High,4,28,1,1,0,2,Private_Hostel,Good,Very_High,0,6,Low,Very_Clear,Low,2,1,1,1
19,Female,Edo,558,Single,0,238,Public,3.05,4,3.88,19,36,5,2,Stable,Agriculture,Low,None,Medium,Partially_Paid,0,0,Low,14,2,0,0,1,9,Off_Campus,Fair,High,1,10,High,Somewhat_Clear,Low,0,0,0,0
17,Male,Anambra,439,Single,0,187,Private,4.02,2,3.52,23,72,5,0,Stable,Agriculture,High,None,Low,Fully_Paid,1,1,High,1,11,1,0,1,8,Off_Campus,Good,Very_High,0,19,High,Very_Unclear,Low,0,1,0,1
19,Female,Ogun,618,Single,0,278,Public,2.74,4,1.54,12,98,14,2,Declining,Social_Sciences,Moderate,Partial,Medium,Fully_Paid,1,0,Low,4,25,0,0,1,3,Campus_Hostel,Good,Very_High,0,8,Very_High,Very_Unclear,Moderate,3,0,0,1
23,Male,Delta,166,Single,1,297,Public,4.08,2,1.9,22,82,8,2,Stable,Environmental_Studies,Moderate,Partial,Low,Fully_Paid,1,0,Low,9,19,0,0,1,3,Off_Campus,Fair,Very_High,0,3,Low,Somewhat_Clear,High,2,1,0,1
19,Male,Oyo,651,Single,0,267,Public,3.09,4,4.78,28,57,4,4,Improving,Science,Very_High,Partial,Low,Partially_Paid,1,0,Moderate,10,29,1,0,1,4,Private_Hostel,Good,High,0,16,High,Very_Clear,Low,4,0,1,0
16,Male,Kano,695,Single,0,345,Public,2.86,1,4.71,24,47,6,4,Stable,Social_Sciences,Moderate,None,Low,Partially_Paid,0,1,Moderate,14,5,1,1,1,3,Living_with_Family,Good,Moderate,0,18,Low,Unclear,High,0,0,0,0
27,Male,Borno,393,Married,0,320,Private,4.41,3,4.36,25,95,6,6,Stable,Business_Admin,High,Full,Low,Fully_Paid,0,0,Moderate,0,12,0,1,1,2,Campus_Hostel,Good,Moderate,0,18,Low,Somewhat_Clear,High,0,0,0,0
16,Male,Oyo,623,Single,0,223,Public,2.92,4,2.15,26,72,3,7,Declining,Engineering,Moderate,None,Medium,Fully_Paid,0,1,Low,5,20,1,1,1,3,Off_Campus,Fair,Very_High,1,3,Low,Somewhat_Clear,Moderate,2,0,1,1
27,Female,Lagos,491,Single,1,213,Public,3.76,2,2.26,19,44,10,4,Declining,Social_Sciences,Low,None,Medium,Fully_Paid,1,0,High,7,12,1,0,0,3,Living_with_Family,Good,High,0,10,Low,Clear,High,3,0,0,1
20,Male,Oyo,36,Single,0,209,Public,4.28,3,2.2,25,34,8,5,Improving,Business_Admin,Moderate,None,Medium,Owing,0,1,Moderate,1,15,0,0,1,6,Living_with_Family,Excellent,High,1,10,High,Somewhat_Clear,Low,0,1,0,1
18,Female,Enugu,358,Single,0,323,Public,4.14,4,4.79,22,47,6,5,Improving,Science,Moderate,None,Low,Partially_Paid,0,0,Low,4,25,1,1,1,8,Off_Campus,Good,High,1,4,High,Somewhat_Clear,Moderate,2,0,1,0
20,Female,Katsina,511,Single,0,244,Private,2.11,3,5.0,17,44,14,7,Stable,Business_Admin,Moderate,None,High,Owing,1,1,Moderate,9,19,0,1,1,1,Off_Campus,Good,Very_High,0,18,Low,Somewhat_Clear,High,4,0,0,0
21,Female,Enugu,404,Single,0,345,Public,2.79,5,3.65,27,44,13,4,Stable,Arts,High,None,Medium,Fully_Paid,1,0,High,6,26,1,1,0,5,Campus_Hostel,Poor,Low,1,18,High,Somewhat_Clear,Very_High,2,0,0,0
25,Female,Delta,705,Single,0,200,Private,2.04,3,4.06,14,54,5,4,Declining,Science,High,None,Low,Fully_Paid,0,1,Moderate,2,4,0,0,1,4,Off_Campus,Good,Moderate,0,15,Very_High,Somewhat_Clear,High,1,0,1,0
25,Male,Ekiti,620,Married,0,287,Public,3.37,4,4.36,17,40,10,0,Stable,Agriculture,High,Partial,Low,Fully_Paid,1,1,Very_High,9,13,0,0,1,2,Living_with_Family,Excellent,Moderate,1,14,Moderate,Very_Unclear,Very_Low,0,0,0,0
21,Female,Enugu,318,Single,0,222,Private,3.43,1,3.25,20,47,14,1,Improving,Social_Sciences,Moderate,None,Low,Fully_Paid,0,1,Moderate,0,5,0,0,1,8,Living_with_Family,Good,High,0,15,Moderate,Somewhat_Clear,Moderate,1,1,0,1
23,Male,Ogun,93,Single,1,186,Public,4.5,5,4.45,18,77,13,2,Stable,Engineering,Low,None,Low,Fully_Paid,0,0,Moderate,14,23,0,0,0,6,Private_Hostel,Excellent,Moderate,1,10,Low,Somewhat_Clear,Very_High,1,0,1,0
22,Male,Ekiti,73,Single,1,254,Private,4.33,5,1.61,12,67,14,1,Stable,Business_Admin,Low,None,Medium,Fully_Paid,0,0,Moderate,6,27,0,1,1,4,Off_Campus,Good,Very_High,0,3,High,Clear,High,0,0,0,1
23,Female,Imo,395,Single,0,289,Public,3.03,2,3.9,22,69,7,1,Improving,Arts,Moderate,Partial,Medium,Fully_Paid,0,1,High,10,14,0,0,0,4,Campus_Hostel,Good,High,1,18,Very_High,Clear,High,1,0,0,0
22,Male,Katsina,208,Single,0,318,Public,4.09,2,4.1,28,94,12,5,Declining,Social_Sciences,Low,None,Medium,Partially_Paid,1,1,Low,7,6,0,0,1,3,Off_Campus,Excellent,High,0,11,Moderate,Somewhat_Clear,High,3,1,0,1
20,Male,Lagos,503,Single,0,260,Public,4.57,5,3.54,20,88,8,4,Improving,Agriculture,Low,None,Low,Owing,0,1,Very_High,6,15,1,0,0,8,Campus_Hostel,Good,Moderate,1,0,High,Somewhat_Clear,High,3,1,0,1
25,Male,Kano,692,Single,0,287,Public,2.27,2,4.1,16,55,3,5,Declining,Engineering,High,None,High,Owing,0,1,High,11,16,0,0,1,8,Off_Campus,Excellent,Moderate,1,2,High,Clear,High,2,0,1,0
22,Male,Delta,411,Single,0,318,Public,4.88,1,2.93,23,43,9,0,Declining,Social_Sciences,Moderate,None,Low,Partially_Paid,1,0,High,5,21,1,0,0,6,Living_with_Family,Fair,High,0,0,Very_High,Somewhat_Clear,High,2,0,0,1
26,Female,Kaduna,38,Single,0,212,Public,4.04,2,3.1,13,44,13,0,Stable,Agriculture,Moderate,Partial,Medium,Owing,0,0,Low,4,19,0,0,1,1,Living_with_Family,Fair,High,1,17,High,Somewhat_Clear,Moderate,1,1,0,1
19,Female,Anambra,607,Single,0,331,Public,4.71,4,1.55,27,40,0,6,Improving,Agriculture,Moderate,Partial,Low,Owing,1,1,Very_High,10,1,1,1,1,7,Campus_Hostel,Excellent,High,1,14,Moderate,Somewhat_Clear,Very_Low,2,0,0,1
19,Female,Katsina,211,Single,0,318,Public,3.88,2,4.26,15,30,13,3,Declining,Engineering,Very_High,None,Medium,Owing,0,0,Low,1,19,0,0,0,6,Off_Campus,Fair,Moderate,0,10,Very_Low,Clear,Moderate,4,0,1,1
17,Female,Delta,401,Single,0,200,Public,3.6,4,2.57,23,96,6,1,Stable,Law,Moderate,None,Medium,Owing,0,1,High,5,5,1,0,1,4,Off_Campus,Fair,Very_High,0,11,Very_High,Clear,High,3,0,0,1
25,Female,Katsina,358,Single,1,219,Public,4.87,3,2.74,18,82,14,0,Stable,Business_Admin,Moderate,Partial,Low,Fully_Paid,0,1,Moderate,10,14,1,0,1,6,Living_with_Family,Excellent,High,0,4,Very_Low,Somewhat_Clear,Low,3,0,0,1
19,Female,Kaduna,115,Single,0,289,Private,3.86,2,4.33,16,93,8,6,Improving,Arts,Moderate,None,High,Owing,0,0,Low,5,23,0,0,1,3,Off_Campus,Good,Moderate,0,5,Moderate,Unclear,Very_High,1,0,0,0
17,Female,Imo,68,Single,0,339,Private,4.79,2,4.03,26,64,6,1,Improving,Social_Sciences,High,None,Low,Partially_Paid,1,1,Moderate,12,13,0,0,0,6,Campus_Hostel,Good,High,0,14,Low,Very_Unclear,High,3,1,0,0
18,Female,Imo,726,Single,0,349,Public,3.32,5,4.53,29,53,10,5,Declining,Arts,Moderate,Partial,Low,Fully_Paid,0,1,Low,11,15,1,0,0,2,Off_Campus,Fair,High,0,2,Moderate,Very_Unclear,Very_Low,4,0,0,0
26,Male,Enugu,263,Single,0,346,Private,3.15,1,4.21,27,63,14,1,Improving,Environmental_Studies,Low,Partial,High,Partially_Paid,0,1,High,11,4,0,0,0,7,Off_Campus,Good,Moderate,0,11,High,Very_Unclear,High,2,0,0,0
21,Male,Kaduna,494,Single,1,349,Public,2.66,3,1.55,16,52,2,1,Improving,Science,High,None,Low,Owing,1,1,Low,4,21,0,0,0,1,Living_with_Family,Good,High,0,3,Very_High,Clear,Very_High,1,0,1,1
26,Male,Oyo,275,Single,0,250,Public,4.81,4,3.15,22,66,2,3,Improving,Environmental_Studies,Low,None,High,Owing,1,1,Low,13,5,1,0,1,2,Campus_Hostel,Good,Moderate,0,19,Moderate,Unclear,Very_Low,1,0,0,0
21,Female,Kano,207,Single,0,252,Public,3.61,2,4.0,19,49,10,0,Declining,Science,Moderate,Partial,Low,Owing,0,1,Low,14,8,1,0,1,1,Living_with_Family,Fair,High,1,14,Low,Unclear,Very_High,3,1,1,1
27,Male,Ekiti,586,Single,0,332,Public,2.61,1,3.64,18,43,9,1,Improving,Engineering,Low,Partial,Medium,Fully_Paid,0,1,High,13,22,0,1,0,9,Off_Campus,Good,Very_High,0,16,Very_Low,Somewhat_Clear,Low,0,0,1,0
